NOTICE:  Erro ao finalizar carrinho 626: Produto 417 sem estoque suficiente (solicitado 2, disponível 1)
NOTICE:  Erro ao finalizar carrinho 3198: Produto 401 sem estoque suficiente (solicitado 6, disponível 0)
NOTICE:  Erro ao finalizar carrinho 1143: Produto 401 sem estoque suficiente (solicitado 10, disponível 0)
NOTICE:  Erro ao finalizar carrinho 3052: Produto 421 sem estoque suficiente (solicitado 3, disponível 1)
NOTICE:  Erro ao finalizar carrinho 619: Produto 148 sem estoque suficiente (solicitado 6, disponível 0)
NOTICE:  Erro ao finalizar carrinho 2823: Produto 356 sem estoque suficiente (solicitado 9, disponível 0)
NOTICE:  Erro ao finalizar carrinho 86: Produto 329 sem estoque suficiente (solicitado 9, disponível 2)
NOTICE:  Erro ao finalizar carrinho 2117: Produto 426 sem estoque suficiente (solicitado 4, disponível 3)
NOTICE:  Erro ao finalizar carrinho 3790: Produto 441 sem estoque suficiente (solicitado 7, disponível 1)
NOTICE:  Erro ao finalizar carrinho 2231: Produto 410 sem estoque suficiente (solicitado 5, disponível 0)
NOTICE:  Erro ao finalizar carrinho 2987: Produto 426 sem estoque suficiente (solicitado 10, disponível 3)
NOTICE:  Erro ao finalizar carrinho 2279: Produto 13 sem estoque suficiente (solicitado 6, disponível 0)
NOTICE:  Erro ao finalizar carrinho 2803: Produto 404 sem estoque suficiente (solicitado 8, disponível 0)
NOTICE:  Erro ao finalizar carrinho 3119: Produto 227 sem estoque suficiente (solicitado 10, disponível 1)
NOTICE:  Erro ao finalizar carrinho 1308: Produto 329 sem estoque suficiente (solicitado 6, disponível 2)
NOTICE:  Erro ao finalizar carrinho 2894: Produto 421 sem estoque suficiente (solicitado 2, disponível 1)
NOTICE:  Erro ao finalizar carrinho 77: Produto 406 sem estoque suficiente (solicitado 10, disponível 0)
NOTICE:  Erro ao finalizar carrinho 1322: Produto 419 sem estoque suficiente (solicitado 5, disponível 0)
NOTICE:  Erro ao finalizar carrinho 115: Produto 431 sem estoque suficiente (solicitado 7, disponível 6)
NOTICE:  Erro ao finalizar carrinho 846: Produto 401 sem estoque suficiente (solicitado 2, disponível 0)
NOTICE:  Erro ao finalizar carrinho 1110: Produto 130 sem estoque suficiente (solicitado 5, disponível 4)
NOTICE:  Erro ao finalizar carrinho 155: Produto 564 sem estoque suficiente (solicitado 6, disponível 0)
NOTICE:  Erro ao finalizar carrinho 993: Produto 406 sem estoque suficiente (solicitado 8, disponível 0)
NOTICE:  Erro ao finalizar carrinho 2882: Produto 359 sem estoque suficiente (solicitado 4, disponível 0)
NOTICE:  Erro ao finalizar carrinho 3721: Produto 92 sem estoque suficiente (solicitado 7, disponível 0)
NOTICE:  Erro ao finalizar carrinho 2514: Produto 564 sem estoque suficiente (solicitado 5, disponível 0)
NOTICE:  Erro ao finalizar carrinho 3810: Produto 439 sem estoque suficiente (solicitado 4, disponível 0)
NOTICE:  Erro ao finalizar carrinho 3490: Produto 539 sem estoque suficiente (solicitado 10, disponível 0)
NOTICE:  Erro ao finalizar carrinho 3846: Produto 13 sem estoque suficiente (solicitado 1, disponível 0)
NOTICE:  Erro ao finalizar carrinho 847: Produto 460 sem estoque suficiente (solicitado 9, disponível 4)
NOTICE:  Erro ao finalizar carrinho 1259: Produto 410 sem estoque suficiente (solicitado 1, disponível 0)
NOTICE:  Erro ao finalizar carrinho 3756: Produto 92 sem estoque suficiente (solicitado 7, disponível 0)
NOTICE:  Erro ao finalizar carrinho 2712: Produto 13 sem estoque suficiente (solicitado 2, disponível 0)
NOTICE:  Erro ao finalizar carrinho 1141: Produto 339 sem estoque suficiente (solicitado 7, disponível 2)
NOTICE:  Erro ao finalizar carrinho 1133: Produto 406 sem estoque suficiente (solicitado 3, disponível 0)
NOTICE:  Erro ao finalizar carrinho 212: Produto 550 sem estoque suficiente (solicitado 8, disponível 2)
NOTICE:  Erro ao finalizar carrinho 1811: Produto 539 sem estoque suficiente (solicitado 7, disponível 0)
NOTICE:  Erro ao finalizar carrinho 3081: Produto 148 sem estoque suficiente (solicitado 5, disponível 0)
NOTICE:  Erro ao finalizar carrinho 2587: Produto 146 sem estoque suficiente (solicitado 4, disponível 0)
NOTICE:  Erro ao finalizar carrinho 3918: Produto 359 sem estoque suficiente (solicitado 8, disponível 0)
NOTICE:  Erro ao finalizar carrinho 2424: Produto 439 sem estoque suficiente (solicitado 3, disponível 0)
NOTICE:  Erro ao finalizar carrinho 638: Produto 564 sem estoque suficiente (solicitado 5, disponível 0)
NOTICE:  Erro ao finalizar carrinho 3539: Produto 326 sem estoque suficiente (solicitado 4, disponível 3)
NOTICE:  Erro ao finalizar carrinho 3768: Produto 237 sem estoque suficiente (solicitado 4, disponível 0)
NOTICE:  Erro ao finalizar carrinho 2635: Produto 404 sem estoque suficiente (solicitado 10, disponível 0)
NOTICE:  Erro ao finalizar carrinho 3105: Produto 361 sem estoque suficiente (solicitado 9, disponível 0)
NOTICE:  Erro ao finalizar carrinho 3878: Produto 404 sem estoque suficiente (solicitado 5, disponível 0)
NOTICE:  Erro ao finalizar carrinho 2084: Produto 415 sem estoque suficiente (solicitado 2, disponível 0)
NOTICE:  Erro ao finalizar carrinho 1554: Produto 404 sem estoque suficiente (solicitado 8, disponível 0)
NOTICE:  Erro ao finalizar carrinho 2315: Produto 564 sem estoque suficiente (solicitado 8, disponível 0)
NOTICE:  Erro ao finalizar carrinho 3228: Produto 361 sem estoque suficiente (solicitado 7, disponível 0)
NOTICE:  Erro ao finalizar carrinho 2776: Produto 146 sem estoque suficiente (solicitado 7, disponível 0)
NOTICE:  Erro ao finalizar carrinho 1809: Produto 92 sem estoque suficiente (solicitado 3, disponível 0)
NOTICE:  Erro ao finalizar carrinho 190: Produto 439 sem estoque suficiente (solicitado 8, disponível 0)
NOTICE:  Erro ao finalizar carrinho 1235: Produto 417 sem estoque suficiente (solicitado 7, disponível 0)
NOTICE:  Erro ao finalizar carrinho 882: Produto 335 sem estoque suficiente (solicitado 6, disponível 0)
NOTICE:  Erro ao finalizar carrinho 1735: Produto 92 sem estoque suficiente (solicitado 9, disponível 0)
NOTICE:  Erro ao finalizar carrinho 3270: Produto 423 sem estoque suficiente (solicitado 3, disponível 1)
NOTICE:  Erro ao finalizar carrinho 3652: Produto 423 sem estoque suficiente (solicitado 2, disponível 1)
NOTICE:  Erro ao finalizar carrinho 686: Produto 544 sem estoque suficiente (solicitado 10, disponível 1)
NOTICE:  Erro ao finalizar carrinho 3766: Produto 484 sem estoque suficiente (solicitado 10, disponível 1)
NOTICE:  Erro ao finalizar carrinho 851: Produto 359 sem estoque suficiente (solicitado 7, disponível 0)
NOTICE:  Erro ao finalizar carrinho 1139: Produto 237 sem estoque suficiente (solicitado 9, disponível 0)
NOTICE:  Erro ao finalizar carrinho 3392: Produto 453 sem estoque suficiente (solicitado 9, disponível 2)
NOTICE:  Erro ao finalizar carrinho 3652: Produto 423 sem estoque suficiente (solicitado 2, disponível 1)
NOTICE:  Erro ao finalizar carrinho 3283: Produto 441 sem estoque suficiente (solicitado 6, disponível 1)
NOTICE:  Erro ao finalizar carrinho 1788: Produto 492 sem estoque suficiente (solicitado 4, disponível 0)
NOTICE:  Erro ao finalizar carrinho 1681: Produto 98 sem estoque suficiente (solicitado 10, disponível 0)
NOTICE:  Erro ao finalizar carrinho 3383: Produto 379 sem estoque suficiente (solicitado 10, disponível 2)
NOTICE:  Erro ao finalizar carrinho 3160: Produto 410 sem estoque suficiente (solicitado 8, disponível 0)
NOTICE:  Erro ao finalizar carrinho 2249: Produto 146 sem estoque suficiente (solicitado 5, disponível 0)
NOTICE:  Erro ao finalizar carrinho 1251: Produto 568 sem estoque suficiente (solicitado 10, disponível 0)
NOTICE:  Erro ao finalizar carrinho 3872: Produto 410 sem estoque suficiente (solicitado 7, disponível 0)
NOTICE:  Erro ao finalizar carrinho 3521: Produto 404 sem estoque suficiente (solicitado 3, disponível 0)
NOTICE:  Erro ao finalizar carrinho 2889: Produto 91 sem estoque suficiente (solicitado 5, disponível 1)
NOTICE:  Erro ao finalizar carrinho 1308: Produto 329 sem estoque suficiente (solicitado 6, disponível 2)
NOTICE:  Erro ao finalizar carrinho 1852: Produto 148 sem estoque suficiente (solicitado 3, disponível 0)
NOTICE:  Erro ao finalizar carrinho 1202: Produto 421 sem estoque suficiente (solicitado 6, disponível 1)
NOTICE:  Erro ao finalizar carrinho 2919: Produto 92 sem estoque suficiente (solicitado 10, disponível 0)
NOTICE:  Erro ao finalizar carrinho 725: Produto 130 sem estoque suficiente (solicitado 6, disponível 4)
NOTICE:  Erro ao finalizar carrinho 3154: Produto 148 sem estoque suficiente (solicitado 10, disponível 0)
NOTICE:  Erro ao finalizar carrinho 2861: Produto 335 sem estoque suficiente (solicitado 7, disponível 0)
NOTICE:  Erro ao finalizar carrinho 388: Produto 441 sem estoque suficiente (solicitado 6, disponível 1)
NOTICE:  Erro ao finalizar carrinho 3232: Produto 215 sem estoque suficiente (solicitado 8, disponível 0)
NOTICE:  Erro ao finalizar carrinho 2726: Produto 212 sem estoque suficiente (solicitado 1, disponível 0)
NOTICE:  Erro ao finalizar carrinho 815: Produto 417 sem estoque suficiente (solicitado 4, disponível 0)
NOTICE:  Erro ao finalizar carrinho 3568: Produto 215 sem estoque suficiente (solicitado 5, disponível 0)
NOTICE:  Erro ao finalizar carrinho 2579: Produto 128 sem estoque suficiente (solicitado 8, disponível 0)
NOTICE:  Erro ao finalizar carrinho 392: Produto 146 sem estoque suficiente (solicitado 3, disponível 0)
NOTICE:  Erro ao finalizar carrinho 2: Produto 326 sem estoque suficiente (solicitado 8, disponível 3)
NOTICE:  Erro ao finalizar carrinho 136: Produto 148 sem estoque suficiente (solicitado 5, disponível 0)
NOTICE:  Erro ao finalizar carrinho 1649: Produto 410 sem estoque suficiente (solicitado 4, disponível 0)
NOTICE:  Erro ao finalizar carrinho 2906: Produto 415 sem estoque suficiente (solicitado 3, disponível 0)
NOTICE:  Erro ao finalizar carrinho 1593: Produto 13 sem estoque suficiente (solicitado 8, disponível 0)
NOTICE:  Erro ao finalizar carrinho 1252: Produto 406 sem estoque suficiente (solicitado 1, disponível 0)
NOTICE:  Erro ao finalizar carrinho 3432: Produto 128 sem estoque suficiente (solicitado 7, disponível 0)
NOTICE:  Erro ao finalizar carrinho 1767: Produto 514 sem estoque suficiente (solicitado 3, disponível 0)
NOTICE:  Erro ao finalizar carrinho 2076: Produto 426 sem estoque suficiente (solicitado 4, disponível 3)
NOTICE:  Erro ao finalizar carrinho 979: Produto 383 sem estoque suficiente (solicitado 8, disponível 0)
NOTICE:  Erro ao finalizar carrinho 3997: Produto 354 sem estoque suficiente (solicitado 1, disponível 0)
NOTICE:  Erro ao finalizar carrinho 2858: Produto 13 sem estoque suficiente (solicitado 4, disponível 0)
NOTICE:  Erro ao finalizar carrinho 1166: Produto 215 sem estoque suficiente (solicitado 10, disponível 0)
NOTICE:  Erro ao finalizar carrinho 459: Produto 423 sem estoque suficiente (solicitado 5, disponível 1)
NOTICE:  Erro ao finalizar carrinho 3426: Produto 91 sem estoque suficiente (solicitado 9, disponível 1)
NOTICE:  Erro ao finalizar carrinho 1434: Produto 227 sem estoque suficiente (solicitado 2, disponível 1)
NOTICE:  Erro ao finalizar carrinho 2556: Produto 354 sem estoque suficiente (solicitado 1, disponível 0)
NOTICE:  Erro ao finalizar carrinho 3400: Produto 439 sem estoque suficiente (solicitado 8, disponível 0)
NOTICE:  Erro ao finalizar carrinho 2430: Produto 564 sem estoque suficiente (solicitado 1, disponível 0)
NOTICE:  Erro ao finalizar carrinho 3577: Produto 361 sem estoque suficiente (solicitado 4, disponível 0)
NOTICE:  Erro ao finalizar carrinho 325: Produto 564 sem estoque suficiente (solicitado 5, disponível 0)
NOTICE:  Erro ao finalizar carrinho 3961: Produto 326 sem estoque suficiente (solicitado 4, disponível 3)
NOTICE:  Erro ao finalizar carrinho 274: Produto 568 sem estoque suficiente (solicitado 10, disponível 0)
NOTICE:  Erro ao finalizar carrinho 3083: Produto 564 sem estoque suficiente (solicitado 10, disponível 0)
NOTICE:  Erro ao finalizar carrinho 2475: Produto 550 sem estoque suficiente (solicitado 6, disponível 2)
NOTICE:  Erro ao finalizar carrinho 3814: Produto 441 sem estoque suficiente (solicitado 2, disponível 1)
NOTICE:  Erro ao finalizar carrinho 3518: Produto 227 sem estoque suficiente (solicitado 10, disponível 1)
NOTICE:  Erro ao finalizar carrinho 1995: Produto 227 sem estoque suficiente (solicitado 8, disponível 1)
NOTICE:  Erro ao finalizar carrinho 741: Produto 125 sem estoque suficiente (solicitado 8, disponível 0)
NOTICE:  Erro ao finalizar carrinho 1399: Produto 417 sem estoque suficiente (solicitado 8, disponível 0)
NOTICE:  Erro ao finalizar carrinho 2805: Produto 92 sem estoque suficiente (solicitado 2, disponível 0)
NOTICE:  Erro ao finalizar carrinho 2890: Produto 179 sem estoque suficiente (solicitado 7, disponível 3)
NOTICE:  Erro ao finalizar carrinho 1460: Produto 165 sem estoque suficiente (solicitado 8, disponível 2)
NOTICE:  Erro ao finalizar carrinho 1728: Produto 568 sem estoque suficiente (solicitado 8, disponível 0)
NOTICE:  Erro ao finalizar carrinho 33: Produto 544 sem estoque suficiente (solicitado 4, disponível 1)
NOTICE:  Erro ao finalizar carrinho 554: Produto 544 sem estoque suficiente (solicitado 8, disponível 1)
NOTICE:  Erro ao finalizar carrinho 1861: Produto 13 sem estoque suficiente (solicitado 1, disponível 0)
NOTICE:  Erro ao finalizar carrinho 851: Produto 359 sem estoque suficiente (solicitado 7, disponível 0)
NOTICE:  Erro ao finalizar carrinho 917: Produto 356 sem estoque suficiente (solicitado 5, disponível 0)
NOTICE:  Erro ao finalizar carrinho 1793: Produto 92 sem estoque suficiente (solicitado 6, disponível 0)
NOTICE:  Erro ao finalizar carrinho 276: Produto 383 sem estoque suficiente (solicitado 7, disponível 0)
NOTICE:  Erro ao finalizar carrinho 2600: Produto 335 sem estoque suficiente (solicitado 5, disponível 0)
NOTICE:  Erro ao finalizar carrinho 3361: Produto 401 sem estoque suficiente (solicitado 9, disponível 0)
NOTICE:  Erro ao finalizar carrinho 2541: Produto 190 sem estoque suficiente (solicitado 8, disponível 0)
NOTICE:  Erro ao finalizar carrinho 1324: Produto 417 sem estoque suficiente (solicitado 3, disponível 0)
NOTICE:  Erro ao finalizar carrinho 2161: Produto 410 sem estoque suficiente (solicitado 3, disponível 0)
NOTICE:  Erro ao finalizar carrinho 3962: Produto 335 sem estoque suficiente (solicitado 9, disponível 0)
NOTICE:  Erro ao finalizar carrinho 929: Produto 354 sem estoque suficiente (solicitado 9, disponível 0)
NOTICE:  Erro ao finalizar carrinho 2158: Produto 188 sem estoque suficiente (solicitado 4, disponível 1)
NOTICE:  Erro ao finalizar carrinho 1449: Produto 329 sem estoque suficiente (solicitado 9, disponível 2)
NOTICE:  Erro ao finalizar carrinho 2757: Produto 460 sem estoque suficiente (solicitado 9, disponível 4)
NOTICE:  Erro ao finalizar carrinho 3908: Produto 179 sem estoque suficiente (solicitado 10, disponível 3)
NOTICE:  Erro ao finalizar carrinho 3661: Produto 347 sem estoque suficiente (solicitado 7, disponível 2)
NOTICE:  Erro ao finalizar carrinho 1661: Produto 568 sem estoque suficiente (solicitado 7, disponível 0)
NOTICE:  Erro ao finalizar carrinho 821: Produto 340 sem estoque suficiente (solicitado 7, disponível 2)
NOTICE:  Erro ao finalizar carrinho 3051: Produto 237 sem estoque suficiente (solicitado 7, disponível 0)
NOTICE:  Erro ao finalizar carrinho 609: Produto 212 sem estoque suficiente (solicitado 1, disponível 0)
NOTICE:  Erro ao finalizar carrinho 3111: Produto 296 sem estoque suficiente (solicitado 1, disponível 0)
NOTICE:  Erro ao finalizar carrinho 2860: Produto 190 sem estoque suficiente (solicitado 2, disponível 0)
NOTICE:  Erro ao finalizar carrinho 2497: Produto 356 sem estoque suficiente (solicitado 9, disponível 0)
NOTICE:  Erro ao finalizar carrinho 2011: Produto 92 sem estoque suficiente (solicitado 5, disponível 0)
NOTICE:  Erro ao finalizar carrinho 2341: Produto 340 sem estoque suficiente (solicitado 4, disponível 2)
NOTICE:  Erro ao finalizar carrinho 3496: Produto 484 sem estoque suficiente (solicitado 5, disponível 1)
NOTICE:  Erro ao finalizar carrinho 2514: Produto 564 sem estoque suficiente (solicitado 5, disponível 0)
NOTICE:  Erro ao finalizar carrinho 3388: Produto 335 sem estoque suficiente (solicitado 9, disponível 0)
NOTICE:  Erro ao finalizar carrinho 3270: Produto 423 sem estoque suficiente (solicitado 3, disponível 1)
NOTICE:  Erro ao finalizar carrinho 1101: Produto 492 sem estoque suficiente (solicitado 1, disponível 0)
NOTICE:  Erro ao finalizar carrinho 1151: Produto 568 sem estoque suficiente (solicitado 7, disponível 0)
NOTICE:  Erro ao finalizar carrinho 680: Produto 13 sem estoque suficiente (solicitado 3, disponível 0)
NOTICE:  Erro ao finalizar carrinho 96: Produto 505 sem estoque suficiente (solicitado 6, disponível 0)
NOTICE:  Erro ao finalizar carrinho 2414: Produto 92 sem estoque suficiente (solicitado 2, disponível 0)
NOTICE:  Erro ao finalizar carrinho 993: Produto 406 sem estoque suficiente (solicitado 8, disponível 0)
NOTICE:  Erro ao finalizar carrinho 1858: Produto 460 sem estoque suficiente (solicitado 7, disponível 4)
NOTICE:  Erro ao finalizar carrinho 3768: Produto 237 sem estoque suficiente (solicitado 4, disponível 0)
NOTICE:  Erro ao finalizar carrinho 717: Produto 417 sem estoque suficiente (solicitado 6, disponível 0)
NOTICE:  Erro ao finalizar carrinho 1951: Produto 492 sem estoque suficiente (solicitado 7, disponível 0)
NOTICE:  Erro ao finalizar carrinho 3980: Produto 13 sem estoque suficiente (solicitado 7, disponível 0)
NOTICE:  Erro ao finalizar carrinho 3166: Produto 227 sem estoque suficiente (solicitado 3, disponível 1)
NOTICE:  Erro ao finalizar carrinho 2279: Produto 13 sem estoque suficiente (solicitado 6, disponível 0)
NOTICE:  Erro ao finalizar carrinho 1218: Produto 401 sem estoque suficiente (solicitado 10, disponível 0)
NOTICE:  Erro ao finalizar carrinho 2496: Produto 401 sem estoque suficiente (solicitado 10, disponível 0)
NOTICE:  Erro ao finalizar carrinho 1995: Produto 227 sem estoque suficiente (solicitado 8, disponível 1)
NOTICE:  Erro ao finalizar carrinho 550: Produto 417 sem estoque suficiente (solicitado 3, disponível 0)
NOTICE:  Erro ao finalizar carrinho 881: Produto 188 sem estoque suficiente (solicitado 8, disponível 1)
NOTICE:  Erro ao finalizar carrinho 1356: Produto 215 sem estoque suficiente (solicitado 3, disponível 0)
NOTICE:  Erro ao finalizar carrinho 590: Produto 514 sem estoque suficiente (solicitado 8, disponível 0)
NOTICE:  Erro ao finalizar carrinho 3400: Produto 439 sem estoque suficiente (solicitado 8, disponível 0)
NOTICE:  Erro ao finalizar carrinho 2804: Produto 415 sem estoque suficiente (solicitado 7, disponível 0)
NOTICE:  Erro ao finalizar carrinho 2670: Produto 379 sem estoque suficiente (solicitado 8, disponível 2)
NOTICE:  Erro ao finalizar carrinho 900: Produto 215 sem estoque suficiente (solicitado 8, disponível 0)
NOTICE:  Erro ao finalizar carrinho 192: Produto 423 sem estoque suficiente (solicitado 4, disponível 1)
NOTICE:  Erro ao finalizar carrinho 1879: Produto 329 sem estoque suficiente (solicitado 4, disponível 2)
NOTICE:  Erro ao finalizar carrinho 981: Produto 544 sem estoque suficiente (solicitado 7, disponível 1)
NOTICE:  Erro ao finalizar carrinho 2020: Produto 326 sem estoque suficiente (solicitado 9, disponível 3)
NOTICE:  Erro ao finalizar carrinho 3581: Produto 179 sem estoque suficiente (solicitado 5, disponível 1)
NOTICE:  Erro ao finalizar carrinho 1428: Produto 347 sem estoque suficiente (solicitado 10, disponível 2)
NOTICE:  Erro ao finalizar carrinho 2624: Produto 439 sem estoque suficiente (solicitado 6, disponível 0)
NOTICE:  Erro ao finalizar carrinho 3636: Produto 431 sem estoque suficiente (solicitado 7, disponível 6)
NOTICE:  Erro ao finalizar carrinho 2442: Produto 419 sem estoque suficiente (solicitado 3, disponível 0)
NOTICE:  Erro ao finalizar carrinho 3695: Produto 492 sem estoque suficiente (solicitado 2, disponível 0)
NOTICE:  Erro ao finalizar carrinho 2017: Produto 13 sem estoque suficiente (solicitado 8, disponível 0)
NOTICE:  Erro ao finalizar carrinho 1063: Produto 359 sem estoque suficiente (solicitado 5, disponível 0)
NOTICE:  Erro ao finalizar carrinho 2225: Produto 453 sem estoque suficiente (solicitado 6, disponível 2)
NOTICE:  Erro ao finalizar carrinho 3694: Produto 128 sem estoque suficiente (solicitado 5, disponível 0)
NOTICE:  Erro ao finalizar carrinho 1740: Produto 98 sem estoque suficiente (solicitado 4, disponível 0)
NOTICE:  Erro ao finalizar carrinho 1654: Produto 550 sem estoque suficiente (solicitado 8, disponível 0)
NOTICE:  Erro ao finalizar carrinho 1839: Produto 296 sem estoque suficiente (solicitado 4, disponível 0)
NOTICE:  Erro ao finalizar carrinho 3990: Produto 544 sem estoque suficiente (solicitado 7, disponível 1)
NOTICE:  Erro ao finalizar carrinho 3791: Produto 401 sem estoque suficiente (solicitado 8, disponível 0)
NOTICE:  Erro ao finalizar carrinho 3917: Produto 514 sem estoque suficiente (solicitado 3, disponível 0)
NOTICE:  Erro ao finalizar carrinho 1037: Produto 415 sem estoque suficiente (solicitado 10, disponível 0)
NOTICE:  Erro ao finalizar carrinho 3064: Produto 453 sem estoque suficiente (solicitado 3, disponível 2)
NOTICE:  Erro ao finalizar carrinho 2860: Produto 190 sem estoque suficiente (solicitado 2, disponível 0)
NOTICE:  Erro ao finalizar carrinho 3731: Produto 215 sem estoque suficiente (solicitado 8, disponível 0)
NOTICE:  Erro ao finalizar carrinho 1740: Produto 98 sem estoque suficiente (solicitado 4, disponível 0)
NOTICE:  Erro ao finalizar carrinho 3630: Produto 383 sem estoque suficiente (solicitado 3, disponível 0)
NOTICE:  Erro ao finalizar carrinho 3443: Produto 326 sem estoque suficiente (solicitado 7, disponível 3)
NOTICE:  Erro ao finalizar carrinho 2313: Produto 544 sem estoque suficiente (solicitado 4, disponível 1)
NOTICE:  Erro ao finalizar carrinho 2076: Produto 426 sem estoque suficiente (solicitado 4, disponível 3)
NOTICE:  Erro ao finalizar carrinho 3796: Produto 188 sem estoque suficiente (solicitado 3, disponível 1)
NOTICE:  Erro ao finalizar carrinho 551: Produto 326 sem estoque suficiente (solicitado 8, disponível 3)
NOTICE:  Erro ao finalizar carrinho 408: Produto 401 sem estoque suficiente (solicitado 9, disponível 0)
NOTICE:  Erro ao finalizar carrinho 579: Produto 439 sem estoque suficiente (solicitado 1, disponível 0)
NOTICE:  Erro ao finalizar carrinho 478: Produto 550 sem estoque suficiente (solicitado 2, disponível 0)
NOTICE:  Erro ao finalizar carrinho 970: Produto 296 sem estoque suficiente (solicitado 1, disponível 0)
NOTICE:  Erro ao finalizar carrinho 1110: Produto 130 sem estoque suficiente (solicitado 5, disponível 4)
NOTICE:  Erro ao finalizar carrinho 1803: Produto 404 sem estoque suficiente (solicitado 3, disponível 0)
NOTICE:  Erro ao finalizar carrinho 3493: Produto 92 sem estoque suficiente (solicitado 9, disponível 0)
NOTICE:  Erro ao finalizar carrinho 3548: Produto 125 sem estoque suficiente (solicitado 4, disponível 0)
NOTICE:  Erro ao finalizar carrinho 2569: Produto 514 sem estoque suficiente (solicitado 6, disponível 0)
NOTICE:  Erro ao finalizar carrinho 1424: Produto 544 sem estoque suficiente (solicitado 8, disponível 1)
NOTICE:  Erro ao finalizar carrinho 1246: Produto 514 sem estoque suficiente (solicitado 8, disponível 0)
NOTICE:  Erro ao finalizar carrinho 382: Produto 439 sem estoque suficiente (solicitado 10, disponível 0)
NOTICE:  Erro ao finalizar carrinho 407: Produto 417 sem estoque suficiente (solicitado 8, disponível 0)
NOTICE:  Erro ao finalizar carrinho 2876: Produto 404 sem estoque suficiente (solicitado 5, disponível 0)
NOTICE:  Erro ao finalizar carrinho 1827: Produto 401 sem estoque suficiente (solicitado 7, disponível 0)
NOTICE:  Erro ao finalizar carrinho 1568: Produto 505 sem estoque suficiente (solicitado 9, disponível 0)
NOTICE:  Erro ao finalizar carrinho 3253: Produto 340 sem estoque suficiente (solicitado 3, disponível 2)
NOTICE:  Erro ao finalizar carrinho 1993: Produto 356 sem estoque suficiente (solicitado 4, disponível 0)
NOTICE:  Erro ao finalizar carrinho 1462: Produto 406 sem estoque suficiente (solicitado 7, disponível 0)
NOTICE:  Erro ao finalizar carrinho 181: Produto 511 sem estoque suficiente (solicitado 6, disponível 1)
NOTICE:  Erro ao finalizar carrinho 3330: Produto 453 sem estoque suficiente (solicitado 5, disponível 2)
NOTICE:  Erro ao finalizar carrinho 1537: Produto 339 sem estoque suficiente (solicitado 10, disponível 2)
NOTICE:  Erro ao finalizar carrinho 1966: Produto 514 sem estoque suficiente (solicitado 10, disponível 0)
NOTICE:  Erro ao finalizar carrinho 1693: Produto 441 sem estoque suficiente (solicitado 10, disponível 1)
NOTICE:  Erro ao finalizar carrinho 2332: Produto 146 sem estoque suficiente (solicitado 6, disponível 0)
NOTICE:  Erro ao finalizar carrinho 850: Produto 317 sem estoque suficiente (solicitado 9, disponível 1)
NOTICE:  Erro ao finalizar carrinho 3617: Produto 92 sem estoque suficiente (solicitado 8, disponível 0)
NOTICE:  Erro ao finalizar carrinho 3601: Produto 505 sem estoque suficiente (solicitado 6, disponível 0)
NOTICE:  Erro ao finalizar carrinho 1745: Produto 237 sem estoque suficiente (solicitado 4, disponível 0)
NOTICE:  Erro ao finalizar carrinho 1611: Produto 514 sem estoque suficiente (solicitado 8, disponível 0)
NOTICE:  Erro ao finalizar carrinho 3293: Produto 460 sem estoque suficiente (solicitado 10, disponível 4)
NOTICE:  Erro ao finalizar carrinho 2907: Produto 550 sem estoque suficiente (solicitado 6, disponível 0)
NOTICE:  Erro ao finalizar carrinho 3121: Produto 91 sem estoque suficiente (solicitado 7, disponível 1)
NOTICE:  Erro ao finalizar carrinho 1285: Produto 359 sem estoque suficiente (solicitado 4, disponível 0)
NOTICE:  Erro ao finalizar carrinho 971: Produto 410 sem estoque suficiente (solicitado 2, disponível 0)
NOTICE:  Erro ao finalizar carrinho 3257: Produto 227 sem estoque suficiente (solicitado 6, disponível 1)
NOTICE:  Erro ao finalizar carrinho 725: Produto 130 sem estoque suficiente (solicitado 6, disponível 4)
DO

Query returned successfully in 5 min 35 secs.
